Date,Views Per Day,Total Views
244,2823.3842780026994,809628.3849527666
245,2832.7553306342784,812461.1402834009
246,2842.1263832658574,815303.2666666667
247,2851.4974358974364,818154.7641025642
248,2860.8684885290154,821015.6325910932
249,2870.2395411605944,823885.8721322538
250,2879.6105937921734,826765.482726046
251,2888.9816464237524,829654.4643724698
252,2898.352699055331,832552.8170715251
253,2907.72375168691,835460.540823212
254,2917.094804318489,838377.6356275305
255,2926.465856950068,841304.1014844805
256,2935.836909581647,844239.9383940622
257,2945.207962213226,847185.1463562754
258,2954.579014844805,850139.7253711203
259,2963.950067476384,853103.6754385966
260,2973.321120107963,856076.9965587046
261,2982.6921727395415,859059.6887314442
262,2992.0632253711206,862051.7519568152
263,3001.4342780026996,865053.186234818
264,3010.8053306342786,868063.9915654522
265,3020.1763832658576,871084.1679487181
266,3029.5474358974366,874113.7153846155
267,3038.9184885290156,877152.6338731445
268,3048.2895411605946,880200.9234143051
269,3057.660593792173,883258.5840080973
270,3067.031646423752,886325.615654521
271,3076.402699055331,889402.0183535764
272,3085.77375168691,892487.7921052633
273,3095.144804318489,895582.9369095818
274,3104.515856950068,898687.4527665318
275,3113.886909581647,901801.3396761134
276,3123.257962213226,904924.5976383267
277,3132.6290148448047,908057.2266531715
278,3142.0000674763837,911199.2267206479
279,3151.3711201079627,914350.5978407558
280,3160.7421727395417,917511.3400134954
281,3170.1132253711207,920681.4532388665
282,3179.4842780026997,923860.9375168693
283,3188.8553306342787,927049.7928475036
284,3198.2263832658577,930248.0192307694
285,3207.5974358974363,933455.6166666668
286,3216.9684885290153,936672.5851551958
287,3226.3395411605943,939898.9246963564
288,3235.7105937921733,943134.6352901486
289,3245.0816464237523,946379.7169365723
290,3254.4526990553313,949634.1696356277
291,3263.8237516869103,952897.9933873146
292,3273.1948043184893,956171.1881916331
293,3282.5658569500683,959453.7540485832
294,3291.936909581647,962745.6909581649
295,3301.307962213226,966046.998920378
296,3310.679014844805,969357.6779352229
297,3320.050067476384,972677.7280026992
298,3329.421120107963,976007.1491228072
299,3338.792172739542,979345.9412955467
300,3348.163225371121,982694.1045209179
301,3357.5342780027,986051.6387989206
302,3366.9053306342785,989418.5441295549
303,3376.2763832658575,992794.8205128207
304,3385.6474358974365,996180.4679487181
305,3395.0184885290155,999575.4864372471
306,3404.3895411605945,1002979.8759784077
307,3413.7605937921735,1006393.6365721999
308,3423.1316464237525,1009816.7682186236
309,3432.5026990553315,1013249.270917679
310,3441.87375168691,1016691.1446693658
311,3451.244804318489,1020142.3894736844
312,3460.615856950068,1023603.0053306344
313,3469.986909581647,1027072.9922402161
314,3479.357962213226,1030552.3502024293
315,3488.729014844805,1034041.0792172741
316,3498.100067476384,1037539.1792847505
317,3507.471120107963,1041046.6504048584
318,3516.8421727395416,1044563.492577598
319,3526.2132253711206,1048089.705802969
320,3535.5842780026996,1051625.2900809718
321,3544.9553306342787,1055170.245411606
322,3554.3263832658577,1058724.571794872
323,3563.6974358974367,1062288.2692307695
