Date,Subs Per Day,Total Subs
153,52.414574898785446,9734.214574898786
154,52.73684210526318,9786.95141700405
155,53.05910931174091,9840.01052631579
156,53.381376518218644,9893.391902834008
157,53.70364372469638,9947.095546558705
158,54.02591093117411,10001.121457489879
159,54.34817813765184,10055.46963562753
160,54.670445344129575,10110.14008097166
161,54.99271255060731,10165.132793522267
162,55.31497975708504,10220.447773279353
163,55.637246963562774,10276.085020242916
164,55.95951417004051,10332.044534412957
165,56.28178137651824,10388.326315789474
166,56.60404858299597,10444.93036437247
167,56.926315789473705,10501.856680161944
168,57.24858299595144,10559.105263157895
169,57.57085020242917,10616.676113360325
170,57.8931174089069,10674.569230769232
171,58.215384615384636,10732.784615384617
172,58.53765182186237,10791.322267206479
173,58.8599190283401,10850.182186234819
174,59.182186234817834,10909.364372469636
175,59.50445344129557,10968.868825910931
176,59.8267206477733,11028.695546558705
177,60.14898785425103,11088.844534412956
178,60.471255060728765,11149.315789473685
179,60.7935222672065,11210.109311740891
180,61.11578947368423,11271.225101214575
181,61.438056680161964,11332.663157894738
182,61.760323886639696,11394.423481781378
183,62.08259109311743,11456.506072874496
184,62.40485829959516,11518.91093117409
185,62.727125506072895,11581.638056680164
186,63.04939271255063,11644.687449392713
187,63.37165991902836,11708.059109311742
188,63.69392712550609,11771.753036437249
189,64.01619433198383,11835.769230769232
190,64.33846153846156,11900.107692307694
191,64.66072874493929,11964.768421052633
192,64.98299595141702,12029.75141700405
193,65.30526315789476,12095.056680161944
194,65.62753036437249,12160.684210526317
195,65.94979757085022,12226.634008097168
196,66.27206477732796,12292.906072874495
197,66.59433198380569,12359.500404858301
198,66.91659919028342,12426.417004048584
199,67.23886639676115,12493.655870445345
200,67.56113360323889,12561.217004048583
201,67.88340080971662,12629.1004048583
202,68.20566801619435,12697.306072874495
203,68.52793522267208,12765.834008097167
204,68.85020242914982,12834.684210526317
205,69.17246963562755,12903.856680161944
206,69.49473684210528,12973.351417004049
207,69.81700404858302,13043.168421052633
208,70.13927125506075,13113.307692307693
209,70.46153846153848,13183.769230769232
210,70.78380566801621,13254.553036437248
211,71.10607287449395,13325.659109311742
212,71.42834008097168,13397.087449392713
213,71.75060728744941,13468.838056680162
214,72.07287449392716,13540.91093117409
215,72.39514170040489,13613.306072874495
216,72.71740890688262,13686.023481781378
217,73.03967611336036,13759.063157894738
218,73.36194331983809,13832.425101214576
219,73.68421052631582,13906.109311740891
220,74.00647773279356,13980.115789473684
221,74.32874493927129,14054.444534412956
222,74.65101214574902,14129.095546558705
223,74.97327935222675,14204.068825910932
224,75.29554655870449,14279.364372469636
225,75.61781376518222,14354.982186234818
226,75.94008097165995,14430.922267206479
227,76.26234817813769,14507.184615384616
228,76.58461538461542,14583.769230769232
229,76.90688259109315,14660.676113360325
230,77.22914979757088,14737.905263157896
231,77.55141700404862,14815.456680161944
232,77.87368421052635,14893.33036437247
233,78.19595141700408,14971.526315789475
234,78.51821862348181,15050.044534412957
235,78.84048582995955,15128.885020242917
236,79.16275303643728,15208.047773279353
237,79.48502024291501,15287.532793522269
238,79.80728744939275,15367.34008097166
239,80.12955465587048,15447.46963562753
240,80.45182186234821,15527.92145748988
241,80.77408906882594,15608.695546558705
242,81.09635627530368,15689.79190283401
243,81.41862348178141,15771.21052631579
244,81.74089068825914,15852.95141700405
245,82.06315789473688,15935.014574898787
246,82.38542510121461,16017.400000000001
247,82.70769230769234,16100.107692307694
248,83.02995951417007,16183.137651821864
249,83.3522267206478,16266.489878542512
250,83.67449392712554,16350.164372469637
251,83.99676113360327,16434.16113360324
252,84.319028340081,16518.48016194332
253,84.64129554655874,16603.12145748988
254,84.96356275303647,16688.085020242917
255,85.2858299595142,16773.37085020243
256,85.60809716599194,16858.97894736842
257,85.93036437246967,16944.909311740892
258,86.2526315789474,17031.16194331984
259,86.57489878542513,17117.736842105263
260,86.89716599190287,17204.634008097168
261,87.2194331983806,17291.85344129555
262,87.54170040485833,17379.395141700406
263,87.86396761133607,17467.25910931174
264,88.1862348178138,17555.445344129555
265,88.50850202429153,17643.953846153847
266,88.83076923076926,17732.784615384615
267,89.153036437247,17821.937651821863
268,89.47530364372473,17911.41295546559
269,89.79757085020246,18001.21052631579
270,90.1198380566802,18091.33036437247
271,90.44210526315793,18181.772469635627
272,90.76437246963566,18272.536842105263
273,91.08663967611339,18363.623481781375
274,91.40890688259113,18455.032388663967
275,91.73117408906886,18546.763562753036
276,92.05344129554659,18638.817004048582
277,92.37570850202432,18731.192712550608
278,92.69797570850206,18823.89068825911
279,93.02024291497979,18916.91093117409
280,93.34251012145752,19010.253441295547
281,93.66477732793525,19103.918218623483
282,93.98704453441299,19197.905263157896
283,94.30931174089072,19292.214574898786
284,94.63157894736845,19386.846153846156
285,94.95384615384619,19481.800000000003
286,95.27611336032392,19577.076113360326
287,95.59838056680165,19672.674493927127
288,95.92064777327938,19768.595141700407
289,96.24291497975712,19864.838056680164
290,96.56518218623485,19961.403238866398
291,96.88744939271258,20058.290688259112
292,97.20971659919032,20155.500404858303
293,97.53198380566805,20253.03238866397
294,97.85425101214578,20350.886639676115
295,98.17651821862351,20449.06315789474
296,98.49878542510125,20547.56194331984
297,98.82105263157898,20646.38299595142
298,99.14331983805671,20745.526315789477
299,99.46558704453446,20844.991902834012
300,99.78785425101219,20944.779757085023
301,100.11012145748992,21044.88987854251
302,100.43238866396766,21145.32226720648
303,100.75465587044539,21246.076923076926
304,101.07692307692312,21347.153846153848
305,101.39919028340086,21448.55303643725
306,101.72145748987859,21550.27449392713
307,102.04372469635632,21652.318218623484
308,102.36599190283405,21754.684210526317
309,102.68825910931179,21857.37246963563
310,103.01052631578952,21960.38299595142
311,103.33279352226725,22063.715789473685
312,103.65506072874498,22167.37085020243
313,103.97732793522272,22271.348178137654
314,104.29959514170045,22375.647773279354
315,104.62186234817818,22480.269635627534
316,104.94412955465592,22585.21376518219
317,105.26639676113365,22690.480161943324
318,105.58866396761138,22796.068825910934
319,105.91093117408911,22901.979757085024
320,106.23319838056685,23008.21295546559
321,106.55546558704458,23114.768421052635
322,106.87773279352231,23221.64615384616
323,107.20000000000005,23328.84615384616
